slide_name,global_cell_id,split,DAPI,DAPI_pos,CD3,CD3_pos,CD20,CD20_pos,PanCK,PanCK_pos
slide_002,34,test,57.5968202201386,1,97.71015083571137,0,158.22992254382388,1,121.69017529555646,1
slide_002,35,test,45.33857579729139,1,158.46483180428135,1,143.51769331585845,1,101.98820445609437,0
slide_002,36,test,40.02498821310702,0,123.16407355021217,0,167.15040075436116,1,120.21923620933522,1
slide_002,37,test,42.684344722080574,0,190.67057623661398,1,135.20346761856194,1,125.75981642019377,1
slide_002,38,test,58.368655883993306,1,93.138315672058,0,119.74400446179587,0,119.5175683212493,1
slide_002,39,test,40.0,0,154.7707199032063,1,102.24682395644282,0,94.39806412583182,0
slide_002,40,test,40.144363876071196,0,124.98417930125247,0,133.20632827949902,0,122.30454845088991,1
slide_002,41,test,59.56066945606695,1,180.57968809433245,1,70.51464435146444,0,123.6614682388741,1
slide_002,42,test,47.764777823073786,1,80.17937219730942,0,51.228291887484716,0,100.69139828781084,0
slide_002,43,test,40.0,0,156.62953254696373,1,51.218872870249015,0,97.20576671035387,0
slide_002,44,test,45.48844884488449,1,112.82036775106081,0,60.11079679396511,0,108.64309288071664,0
slide_002,45,test,61.29423763386028,1,180.1065782763896,1,82.06119326874044,0,121.95257521672616,1
slide_002,46,test,40.0,0,73.45064138315672,0,61.213050752928055,0,92.67373117679867,0
slide_002,47,test,40.828191167574104,0,161.98245614035088,1,69.50877192982456,0,100.99637023593466,0
slide_002,48,test,52.24522083058668,1,114.65721819380356,0,77.32893869479236,0,114.09624258404746,0
slide_002,49,test,44.92963103841765,0,164.64739444655763,1,159.93609737542792,1,101.96348421453024,0
slide_002,50,test,40.26335099877701,0,78.95271096616388,0,155.85079494496534,1,95.57399103139014,0
slide_002,51,test,46.33726518130188,1,163.71035386631718,1,164.7584097859327,1,106.42769768457842,0
slide_002,52,test,55.94530881659595,1,119.44554455445545,0,173.77133427628476,1,119.1013672795851,1
slide_002,53,test,40.0,0,161.37174910759816,1,173.00611932687406,1,94.76338602753697,0
slide_002,54,test,41.23982152816509,0,80.4489682097044,0,177.69157836029,1,99.228667038483,0
slide_002,55,test,51.82214156079855,1,168.94434361766486,1,186.73684210526315,1,112.44162129461586,0
slide_002,56,test,59.99934080421885,1,117.96572181938036,0,191.8345418589321,1,120.68622280817402,1
slide_002,57,test,40.0,0,182.08292126283757,1,146.603651578547,1,120.0988969189806,1
slide_002,58,test,46.206685690990625,1,90.71952710966164,0,131.81451284141866,0,110.17896453322463,0
slide_002,59,test,59.856705985146355,1,174.62953254696373,1,139.13411970292705,1,123.58802970729576,1
slide_002,60,test,44.57520037718057,0,124.65157944365865,0,148.74917491749176,1,124.31400282885431,1
slide_002,61,test,40.555838857725654,0,186.6817950025497,1,112.73482916879144,0,122.40081591024988,1
slide_002,62,test,52.20858895705521,1,91.09425543781371,0,97.49302844394869,0,115.01561628555494,0
slide_002,63,test,64.17422867513612,1,175.45674531155476,1,101.88203266787659,0,125.09800362976407,1
slide_002,64,test,40.0,0,121.18852999340804,0,109.98417930125247,0,120.24719841793012,1
